Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Group
তর মায়রে চুদি মালাউনের বাচ্চা বাংলাদেশ কি করবে আর কি করবে না সেটা তোরা বলার কে তোদের কারনে বাংলাদেশ ধংশের দিকে যাচ্ছে,2,2,2,2,3
নাস্তিক দের বোকার মত যুক্তি শুনলে আমার ইমান টা আরো মজবুত হয়,2,2,2,2,2
ছায়েদুল হক বলেন মালাউনের বাচ্চারা বিষয়টি নিয়ে বাড়াবাড়ি করছে আর এ ঘটনাকে ফুলিয়ে ফাঁপিয়ে প্রচার করে অতিরঞ্জিত করেছে সাংবাদিকরা অথচ ঘটনা কিছুই নয়,2,2,2,2,3
দেশের মানুষ কি এতই মূর্খ যেখানে মালাউনের বাচ্চারাআমরা সারাক্ষন নিজেদের নিরাপত্তা নিয়ে সংশয় সেখানে কিভাবে শিমুল গাছে গা চুলকাতে যাই যেখানে গা থেকে রক্ত বের হওয়ার সম্ভাবনা থাকে না এটা ভন্ডবাদী ঐ ধর্মভিরুদের চক্রান্ত ছাড়া আর কিছুই নয়,2,2,2,2,3
তোগ রেন্ডিয়ারে থুথু ছিটায় সবাই গো মূত্র মালু দেশ কি করছোছ এটা জানে ব্রিটিশ রা তোগ রে ভিক্ষা দান করছিল রেন্ঠিয়ারে কারন তারা জানে তোরা যে ভিখারির বাচ্চা মালাউন আর গো মূত্র খাওয়া মালুর ভিখারিরা কথা আর যুক্তি দিয়ে পেরে না উঠলি যে দামড়ার মত হাম্বা হাম্বা করবি এটা সবাই জানে,2,2,2,2,3
মালাউন কথা ঠিককরেবল তোদের বাবা হচ্ছে পাকিস্তানেরা দেখিসনা তোদের খমোতানাই পাকিস্তানের সাথে যুদ্ধ করার,2,2,2,2,3
মালাউন খানকির পোলা শুন রেন্ডিয়া হলো বেশ্যার দেশ যা জাতিসংঘের দ্বারা স্বীকৃত,2,2,2,2,3
প্রথমে তুই ধ্বংস হবে তুই দাঁড়িওয়ালা পাঁঠাদের উস্তাদ তর নিজেরও দাড়ি আছে সালা মালাউন ফেরাউন,2,2,2,2,3
চুদি আৱবেৱ ধমঁ,2,2,3,2,3
ইহুদী নাচারাদের দেশে বসে ইসলামের বিরুদ্ধে অনেক বড বড় কথা বলা যায়,2,2,2,2,2
হিন্দু উল্লেখ করতে কি লজ্জা লাগে মালাউনরা যা বার বেড়েছে,2,2,2,2,3
আগে বল তুই কই তুই আসলে মুসলমানের সন্তান না,2,2,2,2,2
আরে জানোয়ার তুই ইসলামকে ঘীনা করিছ তা হলে তোর নামের সাথে কেন এখন পোরজনত ইসলাম লাগানো আছে,2,2,2,2,2
তোমার মায়রে চুদি সব নাস্তিকের মায়রে চুদি সব নাস্তিক মাইরা শেষ করুম,2,2,2,2,2
পাকিস্তানি সেনারা ঈমানি শক্তি নিয়ে যুদ্ধ করে আর ভারতের মালাউনরা দূনিয়াবী শক্তি নিয়ে যুদ্ধ করে কাজেই ঈমানি শক্তির সাথে দূনিয়াবী শক্তি কোনদিনই পারবে না,2,2,2,2,3
মালাউন কে জুতা পেটা করা হোক,2,2,2,2,3
মালাউন মরলে কাদস মুসলিম মরলে হাসচ,2,2,2,2,3
আমি তোকে বলছি এখানে খারাপ কিছু বলি নাই এখন বলতে হবে শুন বাংলাদেশে কোনো বেধর্মী রাখা হবে না তোদের মতো বৌদ্ধ মালাউন বেধর্মী বাংলাদেশে রাখা হবে না তোদের কে লাথি মেরে লাথি মেরে বাংলাদেশ থেকে বাহির করতে হবে,2,2,2,2,3
এই সব রকম বালের মুসলমান যেখানে বিপদ সেখানেই,2,2,2,2,3
একটা পেজে ছাগুরা তর্ক করছে এক ছাগউ বলছে বোরখা টাইট হলে রেপ হবেই একটা হারামী ছাগু বলছে মালাউন দেশ ভারতে সবথেকে বেশি রেপ হয় একটা মাথামোটা গর্ধভ ছাগু বলেছে ইসলামিক শাসনে ধর্ষণ একদম হয় না তাদের যেই পরিসঙ্ঘখন দিয়ে বোঝানো হল প্রতি হাজারে দেখলে বাংলাদেশ বা পাকিস্তানে ভারতের থেকে অনেক বেশি রেপ হয় আর ইসলামিক দেশে চারটে স্বাক্ষির অভাবে অনেক মেয়ে রেপের রিপরট করে না তাছাড় ইসলামিক শাসনে থেকেও সউদির শেখরা বাংলয়াদেশের দাসীদের রেপ করছে সঙ্গে সঙ্গে সব কটা শুয়ার সেই পেজ থেকে পালালো কেন বলুন তো,2,2,2,2,3
অধিকাংশ মুসলমান মনে করে হিন্দুরা আসলেই বাড়াবাড়ি করছে এরা ব্রাহ্মনবাড়িয়া হামলাকে জাস্টিফাই করতে চায় ক্বাবার উপরে শিবের ছবিটা দিয়ে পশুমন্ত্রীকে যারা জানোয়ার কিংবা পশু নামে ডাকছনে তারা ভেবে বলেন তো আদতে মন্ত্রি কি কোন ভুল কথা বলেছেন এটা তো সকল মুসলমানের মনের কথা,3,2,2,2,3
ব্যপারটা এমন নয় বঙ্গের মুসলমানরা হিন্দুদের মালাউন বলে সম্বোধন করে না বরঞ্চ হিন্দুদের প্রতি চরম মাত্রার বিদ্বেষ নিয়ে বড় হয় মুসলমানরা হিন্দুদেরকে মালাউনই ডাকে শুধু মুখ দিয়ে প্রকাশ করে না অসভ্যতা হয়ে যাবে বলে,2,2,2,2,3
মামী দূর্গা যখন বলছে তখন আর কি আর করি মামী র গুদের জ্বালা একটু মিটিয়ে দিয়ে যাই,3,2,2,2,2
ঢাকায় অবস্থান রত সকল বৌদ্ধ মালাউনদের হত্যা করার আহবান জানিয়েছেন যুক্তরাজ্য প্রবাসী নেতৃবৃন্দ,2,2,2,2,3
আরে শালারা মুশলিমরা পশু নয় মালাউনরাই পশু বৌদ্ধরা কেন তবে মুসলিমদেরকে মারছে,2,2,2,2,3
তুই তো নাস্তিকের রাতের খাবার,2,2,2,2,2
তুই মালাউনের বচ্চা শালা দালাল,2,2,2,2,3
নবী মোঃ যদি ভাল মানুষ হতো তাহলে ইসলামের জন্ম হতো না,3,2,2,2,3
রেন্ডি মালাউন মরলে আনন্দ পায়না যে জন কে বলে মানুষ তারে আম্লিগ সে জন,2,2,2,2,3
কাটমোল্লাদের তাদের ধর্ম ব্যবসায় বন্ধ হয়ে গেছে তাই তার উপর খুব রাগ আরে ভাই সত্য চিরন্তর মিথ্যা সাময়িক,2,2,2,2,3
এসব খবর উদ্দেশ্যমুলক এবং ষড়যন্ত্র পাকিস্তানকে আমেরিকার নতুন সরকারের কাছে সন্ত্রাসী রাষ্ট্র হিসাবে প্রমাণ করার জন্য ভারতীয় মালাউন কাফিরদের চক্রান্ত এগুলো মিথ্যা মনে হয়,2,2,2,2,2
তর জন্ম কোথায় হইছে পতিতালয়ে নাকি বস্তি পাড়ায় জারজের বাচ্চা তর বাবা কয়টা তর মায়ের কাছে উত্তরটা জানবি তোকে জারজ বললেও জারজ কে অপমান করা হবে তুই একটা নিকৃষ্ট জানোয়ারের বাচ্চা নিকৃষ্ট দেশের নিকৃষ্ট জাতি মালাউনরা,2,2,2,2,3
মালাউনের বাচ্চা কুত্তার মত ঘেউ ঘেউ না করে ফেইসবুকে তোর ছবি আপলোড কর ফেইক আইডি চালিয়ে দাঙ্গা লাগানোর চেষ্টা করছ বেজন্মা,2,2,2,2,3
সমস্ত হিন্দু NRC এর সমর্থনে ঝাপিয়ে পড়ুন ওই ধংশো কারি মুসলিম দের তাড়াতেই হবে,2,2,2,2,3
তুই তুর দেশের না মা এর নয় তুই নয় হিন্দুর নয় মোসলিমের তুই হলি শয়তানের শুধু শয়তানের হারামযাদা কুত্তার বাচ্ছা,2,2,2,2,2
ভারতের খবর না লিখলে তোদের পেটের ভাত হজম হয় না মালাউন,2,2,2,2,3
তুই তো মুসলিম না তুই মানছ আর না মানছ,2,2,2,2,2
মালাউনদের চুলকানি শুরু হয়ে গেছে,2,2,2,2,3
মালাউনদের শিকড উপডে দিয়ে ভারত মঽা সাগরে পেলে দিতে বলে,2,2,2,2,3
বাংলাদেশের মালাউন গুলো এখন এই নিউজ দেখে না,2,2,2,2,3
মার সালার মালাউনের বাচ্চা হিন্দুদের,2,2,2,2,3
এখানে মালাউনদের আস্ফালন দেখা যাইতেছে তোরা আগে গো মূত্র খাওয়া ছাড়,2,2,2,2,3
সময় টিভির মালিক যে হিন্দুদের বংশধর এটা সবাই জানে,2,2,2,2,2
মালাউনরা আব্বা ডাকতে টাইম পাইবনা,2,2,2,2,3
বাংলাদেশের মালাউনদের ভারত পাটাতে হবে,2,2,2,2,3
মুসলমানের কিছু হলে বুবু জান চুপ আর মালাউনের কিছু হলে বুবু চোখের জলে ভাসায় বুক আমরা মুসলিমরা কি করে এখনও থেমে আছি আমাদের ঈমান কি এতো দুর্বল হয়ে গেছে আবছোস মন্দির ভাঙ্গার ঘটনা প্রতি টা খবরের কাগজে জায়গা পায় কিন্তু মসজিদ পুরে দেয়ার ঘটনা কোথাও ঠাই পেল না এরা নাম কি মুসলমানের দেশ ছিঃ,2,2,2,2,3
শালা তুই কট্টরপন্থী হিন্দু,2,2,2,2,2
আল্লাহ আমায় তৌফিক দিলে আমি সারা বাংলা ঘুরে এই সমস্ত বজ্জাত জাহেল আলেম নামের শয়তান গুলারে পিটাইয়া স্টেজ থেকে নামাইতাম,2,2,2,2,2
মুহম্মদ দুনিয়াতেই মাগিবাজি লম্পটগিরি করল তার উন্মত জন্নতে মাগীবাজি করবে,3,2,2,2,3
নাসিরনগরের ঘটনা সম্পর্কে মৎস্য ও প্রাণিসম্পদমন্ত্রী মো ছায়েদুল হক বলেন মালাউনের বাচ্চারা বিষয়টি নিয়ে বাড়াবাড়ি করছে আর এ ঘটনাকে ফুলিয়ে ফাঁপিয়ে প্রচার করে অতিরঞ্জিত করেছে সাংবাদিকরা অথচ ঘটনা কিছুই নয় ধন্যবাদ এমন মন্ত্রী বাংলাদেশে আরো চাই মন্ত্রীকে প্রশ্ন করেছিল সাংবাদিকরা ঘটনার বিচার হবে কিনা মন্ত্রী জবাব দিয়েছেন আল্লারে জিগান গিয়া উপজেলা কর্মকর্তাকে উশকানির জন্য দায়ী করা হলে তিনি সাংবাদিকদের উপর তেড়ে যান,2,2,2,2,3
আরে বাহ বাহ বাহ বাহবা না দিয়ে পারলাম না কি দারুন চিন্তা দ্বারা কই অ্যামেরিকা তে তো নির্বাচন হয়েছে ভারত মালাউনদের দেশে ও তো নির্বাচন হয়েছে কই ওরা তো এমন মন্তব্য করে নাই আপনি এমন মন্তব্য করেছেন যে বিচার মানি যদি তাল গাছ আমার হয় তাই না আপনার এই মন্তব্যের জন্য আপনাকে বাংলাদেশের দ্বিতীয় নোবেল পুরস্কার দেওয়ার জন্য জোড় দাবি জানাচ্ছি,2,2,2,2,3
আমি মনে করেছি হিন্দুরা পুটকি মারছে,2,2,2,2,3
শালা নাম্তিকদের হত্যা করা আমাদের দায়িত্ব ও কর্তব্য,2,2,2,2,3
তোরা মালাউনরা বলছিস যে অামাদের মা বোনরা পাকিস্তানের চুদানি খেয়েছে কিন্তু অাসল ব্যাপারটাই তো তোরা জানিস না,2,2,2,2,3
আই দেখিয়ে দেব এবার মুসলিম দের কে এবার জবাই করবো জয় শ্ৰী রা,2,2,2,2,3
যে জাতি মাকে ছেলে ছোদে বোনকে দাদা ছোদে আর তোদের লেংটা বাবা কাছে গিয়ে দোন পুজা করে গরুর প্রোসরাব খায় সেই মালাউনের কোন দর্ম আছে তোরা তো গরুর প্রোসরাবের ছেয়ে খারাপ মাগির বাচ্ছা,2,2,2,2,3
উপরে কিছু কুকুর ঘেউ ঘেউ করছে মালাউন মালাউন মনে হয়,2,2,2,2,3
আসলে তোমরা নাস্তিক রা হলা সর্ব হারা মরার সময়ই বুঝবি শালারা,2,2,2,2,3
তোদের জন্য চিন বাঁশ রেডি করতাছে সময় মত তোদের পুটকির ভিতর ঢোকিয়ে দিবে শালা মালাউনের বাচ্চারা,2,2,2,2,3
বাংলাদেশের গেইট খুলতে বলেন মালাউন দের কিছু বলে না,2,2,2,2,3
সত্য প্রকাশিত হবেই সত্য প্রচার ইসলাম প্রচার ও প্রসার অমুসলিমদের সাগ্রহে ইসলাম গ্রহণ মালুরা হিংসায় পুড়ে বিনা অপরাধে পিস টিভি ও আই আর এফ এর উপর নিষেধাজ্ঞা জারি করল মুসলিম বিদ্বেষী বক্তব্যের জন্য ডোনাল্ড ট্রাম্প কে সমর্থন ও বিনা কারনে বন্ধ করায় আজকে মনে প্রাণে বিশ্বাস করি,2,2,2,2,3
পৃথিবীতে যত ধর্ষণ হয় তার 85% ধর্ষণ করে মুসলিম পুরুষরা,2,2,2,2,3
এখন তর চেহেরা ফেরাঊনের মত হয়ে যাচ্ছে নাস্তিকের বাচ্চা নাস্তিক,2,2,2,2,2
শালার পুতেরা মুসলমান কে বলে জংলী তোর বাপ মালাউনের বাচ্চা মরলে জংলী বলছ কেন,2,2,2,2,3
লুচ্চা ধর্ষক শিশুকামী মুহম্মদের সাথে রবীন্দ্রনাথের অনেক মিল আছে,3,2,2,2,3
ধুর শালা মালাউনের বাচ্চা মাদারচুদের বাচ্চা,2,2,2,2,3
মালাউনের বাচচা অরে জুতা মার,2,2,2,2,3
মুস্লিমগুলা হলো শুয়োরের বাচ্চা,2,2,2,2,3
তুর টাইমলাইনে কিছু নাই তুই সালা আসলে মালাউন,2,2,2,2,3
মালুরা গ মুত খেয়ে তাদের মাথার তার নষ্ট হয়ে গেচে,2,2,2,2,3
আচ্ছা বুঝলাম তোর সৃস্টিকর্তা কে তুই আর কি করবি তুই মুফার সাথে চু চু কর মুফা বান্দরের জন্মদিনে গান শুনা,2,2,2,2,2
মালাউন কি বলে জুতা মারেন,2,2,2,2,3
মালাউন শালারা দেখ ভারতে মুসলমান কতো অসহায় এদেশে আরামে আছো বলেই খইলসা মাছের মতো লাফাও,2,2,2,2,3
রেন্ডিয়ারা এত কষ্ট কইরা গরু পালে গরু বিক্রি করে বাংলাদেশে গোস খায় বাংলাদেশেরর মানুষ ওরা রেন্ডিয়ারা খাইতে পারে না ওগো লইগা জাহেয নাই কিন্তু গরুর মুত খাওয়া জাহেজ আছে আহ কি শান্তি শান্তি,2,2,2,2,3
আল্লাহ কইছে তোরা মুসলিমরা কোন চিন্তা করবি না গরু হিন্দুগো মা ওরা মালাউনরা গরু ছোট থেকে খুব যত্নসহকারে পালন কইরা বড় করবে বড় হওয়ার পর তোগো কাছে বিক্রি করবে তোরা জবাই কইরা খাবি অরা খালি পালবে আর তোরা খাবি,2,2,2,2,3
বাংলাদেশের হিন্দু বৌদ্ধ খ্রিষ্টান এরা হল দুরের মানুষ এদের বলা হয় মালাউন এদের নাকি লাথ মাইর ্যা দ্যাশ থেকে বাইর কইরা দিতে হবে কিন্ত মায়াম্মার হলে নিজেদের দেশ,2,2,2,2,3
পাকিস্তানে সউদি আরবে চিকিৎসা করাতে যায় না তখন এর ছুটে আসে ভারতে কলকাতায় কলকাতার পিয়ারলেস বিড়লা হাঁসপাতালগুলিতে যান বাংলাদেশি ভ্রতি হিন্দু মালাউন ডাক্তারের হাতে পায়ে ধরে বাঁচার জন্য আবার সুস্থ হয়ে দেশে ফিরে সেই হিন্দুদের উপর ঝাঁপিয়ে পড়ে কি মনে হয় এরা মানুষ,2,2,2,2,3
তর মা কে চোদী শালি দেহ ব্যবসায়ী বাংলাদেশের সব মুসলিম মেয়েরা ঘরে ঘরে ইমু সেক্স করে রোজগার করে ভাত খায়,2,2,2,2,3
এডমিন যে মালাউন তা আগের অনেক পোষ্টে প্রমান পেয়েছি,2,2,2,2,3
মুসলিমদের এই বেইমানি আর জেহাদির কারনে পৃথিবীর সমস্ত জাতি মুসলিমদের ঘৃণা করে,2,3,2,2,3
পাগলে কিনা কয় ছাগলে কিনা খায় যাদের দেবতা গরু ছাগল হাঁস মুরগি ভেড়া কুত্তা শিয়াল বানর হনুমান হাতি সাপ কেঁচো কৃমি তারা আর কত ভালো হবে,2,2,2,2,3
মায়ানমার এ শতে শতে মুসলিম হত্যায় ওনার দুখ্যো হয়না হবে কি করে ওরা যে মুসলিম ট্রন দূরঘটনায় মারা গেছে ওরা মালাউন হাছিনার বংশ দর ওনার তো রাতে গুম হওয়ার কথানা,2,2,2,2,3
৬০-৭০ বছরের মানসিক বিকারগ্রস্ত ধর্ষক মুসলমানরা ৬-৭ বছরের বাচ্চা মেয়েদের বিছানায় নিতে পাগল হয়ে থাকে,2,2,2,2,3
তুই কিসের নাস্তিক নাস্তিক হতেও লজিক জ্ঞান লাগে তুই তো ইহুদিদের দালাল টাকার বিনিময়ে সব দিতে পারিস,2,2,2,2,2
এই শালা মালাউনের দাদাল তুই,2,2,2,2,3
তরে বিচানায় নিয়া খালি পুটকি মারে আমারা জানি তুই জাহান্নাম মাগি জাহান্নামির পোলাদের তরে নিয়া জাহান্নামে পুটকি মারবে,2,2,2,2,3
তোমরা তো কোরানের পোদ মেরে মেরে মধু বের করে দিলে,3,2,2,2,2
বালের পুজা,2,2,2,2,3
আর ভারতের মালাউনরা বাংলাদেশে হিন্দুদের কিছু হলে বড় বড় কথা বলে,2,2,2,2,2
তোর কোন বাবায় নীতিতে সমর্থন করছে দেখ সে হবে মালাউন কাফেরে বাচ্চা,2,2,2,2,2
আর রেন্ডিয়াতে কোনো নারী নির্যাতন হয় না আবাল মালাউন,2,2,2,2,3
আমি দেখেছি এই পোস্টে কিছু মালাউন রিএক্ট দিছে কিন্তু আমার বিশ্বাস ট্রাম্পের পরিনতি হবে খুব খারাপ এই পর্যন্ত কোন ইসলাম বিরধির এদুনিয়াতে অস্তিত্ব নেয়,2,2,2,2,3
জাকির নায়েক ধর্ম ব্যবসা বন্ধ করে দেওয়াতে এদের ঘুম হারাম হয়ে গেছে,2,2,2,2,2
ইসলাম অনুসারে ৭২টি হুরের সঙ্গে চব্বিশঘন্টা সেক্স করার জন্য জান্নাতি পুরুষদের লিঙ্গ সব-সময় শক্ত ও খাড়া হয়ে থাকবে,3,2,3,2,3
এত গুলান মুসলিম মইরা শেষ তাতে কোন প্রতিক্রিয়া নেই অথচ মালাউনদের জন্যই তার যত ব্যাথা,2,2,2,2,3
আবাল পাকিরাকি তোর মাবোনকে ছেড়ে দিছিল তোদেরকেইতো মালাউন বলেছিল তোদের আব্বুরা,2,2,2,2,3
হযরত গৌতম বৌদ্ধ তুরা কি গরু না ছাগল রে কাদিয়ানীর বাচ্চারা,2,2,2,2,3
হিন্দুর দেবতারা ত অন্য লোকের বউকে বাচ্চা দেয় দেখুন মহা ভারত,2,2,2,3,3
ইসলামে বর্বরতা চারা আর কিছুই নয়,2,2,2,2,3
ভারতের মালাউনরা কোন দিন পাকিস্তান এর সাথে পারবে না কারন পাকিস্তানিরা খায় গরুর মাংস আর মালাউনরা খায় গরুর মূত্র,2,2,2,2,3
সত্যি যদি জনকে শহীদ করা হয় এর বদলে তারতীয় জন মালাউনকে জাহান্নামে পাঠনো হবে মালাউনরা রেডি থাক,2,2,2,2,3
ইসলাম হলো চোদার ধৰ্ম,2,2,2,2,3
এই বাজারে সাধারণ মুসলিমদের হাঁটাচলা খুব কষ্টকর। দুর্গন্ধের তীব্রতা এতোই বেশি যে বমি চলে আসে। কেউ ভাল করে ঘুরতে চাইলে মাস্ক আর স্প্রে নিয়ে যাবেন পকেটে করে। বিশেষ করে নাপ্পির গন্ধ একদম সহ্য করতে পারবেন না।,2,2,2,2,2
"মুসলিম ছাড়া সবাই আমাদের সোনার বাংলায় রোহিংগা,, ভারতের দালাল",2,2,2,2,3
নিশ্চয় মহান আল্লাহ প্রত্যেকটা মুসলিমদের হিসেব করায়-গন্ডায় নিবেন॥,2,2,2,2,2
"একজন মুসলিম হিসেবে, আমি গতকালই কুরআন পড়ছিলাম এবং ঠিক একই গল্পটি পড়েছিলাম যা আপনি শুরুতে উল্লেখ করেছেন",2,2,2,2,2
বাংলাদেশে একটা হিন্দু মারলে করত মিটিং দমক দেয় কিন্তু বার্মাতে শত শত মোসলমান কে হত্যা করতে এই হারামীরা একটা প্রতিবাদ পর্যন্ত করে নাই কিন্তু এখন দেখতেছে সারা বিশ্বে প্রতিবাদের ঝড় উঠছে,2,2,2,2,2
ওরা পালবে আর তোর খাবি এই জন্যই হিন্দুরা গরুর গোস খাইতে পরে না,2,2,2,2,2
বাংলাদেশের মুসলমানদের যখন কঠিন রোগে ধরে তখন এর মসজিদে যায় না,2,2,2,2,2
মুসলিমদের চেয়ে পাকিস্তানিদের বেশি ক্ষোভ ছিল হিন্দুদের প্রতি এর লাইগাই তো হিন্দুদের বাঁচাতে বাংলাদেশের পক্ষ হতে তোরা যুদ্ধ করেছিলি অার তোদের হিন্দু মা দের অধিকাংশ ক্ষেত্রেই চুদানি দিছে পাকবাহিনী তোদের ইন্ধিরা গান্ধীরে তো অামগো বঙ্গবন্ধু চুদানি দিছে ফিদেল ক্যাস্ত্রো দিছে,2,2,2,2,3
তোদের ভারত এতই খারাপ যে চাওয়ালাকেও প্রধানমন্ত্রী বানায় সানি লিওনের মতো চুদানি মালের জন্ম হ,2,2,2,2,2
"মহান আল্লাহ পাক নিষ্ঠুর নন,তিনি যা করবেন,মুসলিম ও ঈমানদানগনের জন্যে রহমত",2,2,2,1,2
আল্লাহ সর্বশক্তিমান আপনি আমাদের ইমন মজবুত করে দেন আমিন,2,2,2,1,2
আপনাকে মোবারক বাদ জানাই খুবই সুন্দর ভাবে গুছিয়ে শিক্ষণীয় হাদীস উপস্থাপন করার জন্য,2,1,2,2,2
খ্রিস্টান দের বিষয়ে 'কাফের' শব্দ ব্যাবহার করতে পারেন না। পবিত্র কোরআন এবং হাদীসের কোথাও তাদের কাফের বলা হয় নি।,2,2,2,2,1
"পবিত্র কোরআন পৃথিবীর সবচাইতে সমৃদ্ধ গ্রন্থ, যা কোন কবির রচিত কোন কবিতা নয়, নয় কোন মহাকবির মহাকাব্য",2,1,2,2,2
হুজুর আপনাকে এভাবে দেখে মনে হয় .আপনি হযরত মুহাম্মদ সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম.এর জামানার একজন বিশ্বাসি আমলদার সাহাবি .দেখে কলিজাটা ঠান্ডা হয়ে যায় আলহামদুলিল্লাহ,1,2,2,2,2
"বর্তমানে আমার না আমাদের সবার প্রিয় একজন মানুষ হলেন মিজানুর রহমান আল আজহারি, আর এতো বড় একজন কোরানের খাদিমের সাথে আমি মুসাফা করতে পেরে নিজেকে অনেক ধন্য মনে করতেছি,আলহামদুলিল্লাহ্।",1,1,2,2,2
"হিংসুকের হিংসা থেকে, শত্রুর শত্রুতামী থেকে রক্ষা করে প্রিয় শায়খকে যেন আল্লাহতায়ালা মুসলিম উম্মা ও আমার দেশের জন্য কবুল করে এই দোয়া করি",1,2,2,1,1
নামাজ তোমার জীবনকে বদলাতে শুরু করে দিবে।,2,1,2,2,2
তুমি সুন্নাহ মানো তোমার দ্বীনের শুরু এবং রাতে ঘুমানোর পরিপূর্ণতা পাবে৷,2,1,2,2,2
সাময়িকভাবে আল্লাহ তা’আলা আমাদেরকে যেসকল দুঃখ-কষ্ট আর বিপদ-আপদের সম্মুখীন করেন তার কোনটাই অনর্থক নয়,2,2,2,1,2
ইসলাম শান্তির ধর্ম,2,2,2,2,1
পর্দা মুসলিম শিক্ষার্থীদের জ্ঞানার্জনের অন্তরায় নয়।,2,1,2,2,1
স্ত্রী কে কখনো তুই বলে সম্বোধন করা যাবে না আর গালাগালি মারামারি তো কল্পনাও করা যাবে না কারণ স্ত্রী হলো আপনার জন্য একটা বড় নিয়ামত,2,1,2,2,2
"ইসলামের মূল বাণী হল পূর্ববর্তী সকল নবীদের একই বার্তা: একমাত্র আল্লাহর ইবাদত করুন এবং তাঁকে ছাড়া অন্য কিছুর উপাসনা এড়িয়ে চলুন, তা সে ব্যক্তি, স্থান বা জিনিস হোক, প্রত্যক্ষ বা পরোক্ষভাবে।",1,1,2,1,2
ইসলাম ধর্ম গ্রহণের পর অমুসলিম পিতা-মাতার সম্পদ থেকে জীবিকা নির্বাহ অবৈধ নয়,2,1,2,2,2
কোরআন প্রতিযোগিতায় বিশ্ব জয় করে আসলেন হাফেজ ফয়সাল।,1,1,2,1,2
তারা যত হিন্দু ধর্মকে ছোট করবে এবং আমাদের হিন্দু ধর্ম এতটাই বড় হবে তারা এতটাই ছোট হবে সারা বিশ্বেই জানে তাদের ইসলাম মাথর 1500 বছর আগে আইছে আর আমাদের হিন্দু ধর্ম কত হাজার হাজার বছর আগে আইছে কৈয় বলতে পারেনা,2,2,2,2,1
দেব ইন্দ্র পৃথিবী কে স্থির রেখেছেন।,2,2,2,1,2
ইসলামও একটি জীবনব্যবস্থা। গণতন্ত্রের সঙ্গে ইসলামের বহু বিষয়ে মিল রয়েছে।,2,1,2,2,2
ভাগ্যবান সে নয় যাকে আল্লাহ অনেক ধন-সম্পদ দিয়েছে।বরং ভাগ্যবান সে যাকে আল্লাহ একজন ধর্মিক জীবন সঙ্গী দিয়েছেন,2,2,2,1,2
মনে রাখবেন আল্লাহ তায়ালা আমাদের কাছ থেকে যা কেড়ে নেন তার দিগুণ আবার ফিরিয়ে দেন।,2,2,2,1,2
"ইসলাম আমাদের শান্তির ধর্ম,এই বিজয় আমাদের মুসলিম জাতির বিজয়।",2,2,2,2,1
বিশ্ব ব্যাপি সকল মানুষ কে ইসলামের মর্যাদা বোঝার তৌফিক দান করুন আমিন,2,2,2,2,1
"আমার জন্য আমার আল্লাহ যথেষ্ট, নিশ্চয়ই আল্লাহ্ ধৈর্য্যশীলদের সাথে আছেন",2,2,2,1,2
"আলহামদুলিল্লাহ, ইসলামে স্বাগত জানাই, এবং আমি আপনাকে চাই, আল্লাহ আপনাকে একজন একনিষ্ঠ মুসলিম করুন",2,2,2,1,1
ইসলামে আমার প্রিয় ভাইকে স্বাগতম। আমি আপনাকে সত্যিই গর্বিত।,2,2,2,2,1
আলহামদুলিল্লাহ শান্তি ও ভালবাসার ধর্মে স্বাগতম। মাশাআল্লাহ আল্লাহ সুবহানাহু ওয়া তায়ালা আপনাকে এবং আপনার পরিবারের সকলের মঙ্গল করুন আমিন,2,2,2,1,1
"মাশাআল্লাহ, আপনাকে অর্থবহ এবং সম্পূর্ণ জীবনধারার ভাঁজে স্বাগতম",2,1,2,2,2
"মাশাআল্লাহ, সর্বশক্তিমান আল্লাহ তার দুর্দান্ত যাত্রায় তাকে আশীর্বাদ, সুরক্ষা এবং পথনির্দেশনা অব্যাহত রাখুন",2,2,2,1,2
"যে নারীদের জাহিলি যুগে মানুষ বলেই গন্য করা হতোনা,, ইসলাম সেই নারীকে দিয়েছে অপরিসীম মর্যাদা",2,1,2,2,1
ইসলাম নারীকে দিয়েছে সম্মান আর পশ্চিমারা দেয় লানচণা,2,1,2,2,1
যার চরিত্র কোন কালীমা নেই মানবজাতির সেরা শিক্ষক পৃথিবীতে এমন কোন যন্ত্র নেই যার চরিত্র মাপা যায় যার প্রেমে জীবন দিয়েছি সফে জানাবে মুহাম্মাদুর রাসুলুল্লাহ সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম,1,2,2,2,2
আল্লাহ আমাদের সহী বুঝ দান করুন।এবং মুহাম্মদ (স) এর জীবন থেকে শিক্ষা গ্রহনের জন্য বিশেষ জ্ঞান দান করুন।আমিন,1,2,2,1,2
রাসুল আমার ভালবাসা রাসুল আমার আলো আশা রাসুল আমার প্রেম বিরহের মুল আলচনা রাসুল আমার কাজে কর্মে অনুপ্রেরণা,1,2,2,2,2
নারীর সম্মান ইসলামই দিতে পারে,2,1,2,2,1
